PA,R,H,HR,RBI,HallOfFame
2883,294,628,77,358,NC
25,3,6,0,1,NC
59,13,15,0,7,NC
3078,261,644,39,252,NC
327,28,56,1,37,NC
25,0,4,0,2,NC
7718,952,1839,251,1032,C
1,0,0,0,0,NC
2674,251,617,21,253,NC
1755,237,439,18,122,NC
8,0,0,0,0,NC
283,28,75,1,23,NC
15,0,1,0,0,NC
239,16,42,2,19,NC
54,4,9,0,2,NC
8545,1119,2188,84,1182,C
5177,786,1421,46,458,NC
6514,1186,1866,58,632,I
5475,469,1268,49,541,NC
8188,1063,2391,82,903,C
10460,1423,3112,75,1536,I
5089,703,1307,191,656,NC
108,14,21,0,10,NC
2941,665,866,11,326,C
3351,259,704,31,288,NC
1631,172,388,6,145,NC
2203,286,593,19,231,NC
743,80,158,11,98,NC
455,41,92,12,39,NC
111,14,21,0,18,NC
6732,1316,1838,106,853,NC
152,16,36,2,11,NC
234,31,52,0,23,NC
4383,499,1045,92,408,NC
27,1,7,0,1,NC
36,5,7,1,6,NC
551,45,120,1,38,NC
380,36,65,5,37,NC
26,2,5,0,3,NC
59,5,12,0,4,NC
0,0,0,0,0,NC
1072,126,224,3,79,NC
1,0,0,0,0,NC
3695,405,959,118,459,NC
344,54,88,4,38,NC
8230,1118,1826,340,1180,C
8649,1011,2054,267,1154,C
942,106,255,1,75,NC
27,4,5,0,1,NC
636,60,145,1,33,NC
191,12,31,2,19,NC
2535,313,603,11,221,NC
283,24,54,0,15,NC
105,16,22,0,5,NC
68,3,12,0,3,NC
5021,671,1290,27,735,NC
5267,666,1217,132,633,NC
2187,202,494,47,235,NC
450,27,91,1,42,NC
727,63,170,1,64,NC
2404,189,467,44,215,NC
128,10,27,0,10,NC
279,28,52,2,14,NC
1524,195,408,6,181,NC
65,19,18,0,3,NC
17,0,2,0,0,NC
81,4,12,0,3,NC
3564,348,835,62,356,NC
7884,1055,1680,275,959,C
438,56,109,4,35,NC
4,0,0,0,0,NC
1,0,0,0,0,C
130,19,30,3,10,NC
2,0,0,0,0,NC
2451,273,462,47,205,NC
1109,84,175,28,111,NC
2030,458,680,21,339,C
151,9,33,2,15,NC
293,26,69,1,23,NC
50,4,9,0,3,NC
19,1,3,1,1,NC
174,11,23,0,5,NC
85,7,16,0,10,NC
71,1,10,0,4,NC
327,25,66,4,24,NC
4522,407,945,125,619,C
932,75,200,17,103,NC
195,111,36,0,4,NC
47,4,6,0,1,NC
151,13,34,3,16,NC
2,0,0,0,0,NC
108,17,21,0,5,NC
3,0,0,0,0,NC
4388,606,957,9,277,NC
4654,643,1054,27,345,NC
37,5,7,1,4,NC
417,61,97,4,41,NC
404,13,28,0,17,NC
2514,320,580,3,168,NC
134,13,14,1,6,NC
33,2,7,0,3,NC
331,22,80,7,47,NC
386,39,90,1,31,NC
13,0,2,0,0,NC
2102,219,528,8,175,NC
1367,132,289,3,85,NC
1100,113,260,11,114,NC
0,0,0,0,0,NC
2142,216,515,10,218,NC
85,17,20,0,16,NC
70,9,8,3,6,NC
488,62,118,1,56,NC
6304,753,1626,62,588,NC
30,1,7,0,2,NC
55,6,11,0,8,NC
4517,486,1103,28,525,NC
2069,216,447,19,138,NC
2488,220,564,22,289,NC
3898,303,757,7,256,C
4,0,0,0,0,NC
254,14,50,0,20,NC
3377,392,787,140,470,NC
538,61,130,12,54,NC
6676,887,1838,96,987,I
5246,603,1185,10,505,NC
2471,177,458,22,175,NC
1524,197,382,19,163,NC
2,1,1,0,0,NC
1832,203,467,67,252,NC
8,2,2,1,2,NC
57,4,8,1,4,NC
15,1,4,0,0,NC
73,6,12,1,3,NC
4342,480,898,4,254,NC
746,98,170,0,54,NC
885,131,199,10,82,NC
1667,339,449,4,215,NC
290,38,51,5,19,NC
0,33,0,0,0,NC
2810,281,616,102,327,C
179,46,85,0,1,NC
1444,157,335,24,149,NC
766,83,160,9,75,NC
920,74,203,25,109,NC
26,4,3,0,1,NC
302,33,75,1,27,NC
7043,1037,1666,305,983,C
44,0,4,0,1,NC
2,0,0,0,0,NC
124,5,19,0,7,NC
2023,191,597,3,277,NC
870,95,189,4,66,NC
216,41,60,1,31,NC
6,0,0,0,0,NC
8250,1188,2077,41,611,C
527,42,104,0,34,C
480,77,155,1,0,NC
56,7,11,0,1,NC
15,2,2,0,1,NC
7,0,2,0,0,NC
43,4,10,0,5,NC
357,27,84,0,15,NC
191,8,35,0,14,NC
116,13,28,0,8,NC
4,0,0,0,0,NC
6299,955,1759,39,617,C
9309,1188,2099,275,1073,C
292,40,69,3,44,NC
1,0,0,0,0,NC
7025,861,1779,68,789,I
114,8,26,0,8,NC
7812,984,1909,353,1231,C
652,63,148,8,58,NC
336,30,76,1,30,NC
12,2,3,0,1,NC
2051,170,494,11,234,NC
14,0,1,0,1,NC
52,8,13,0,4,NC
178,25,43,2,16,NC
146,17,29,0,11,NC
8559,985,2029,246,1065,C
2093,209,474,65,254,NC
2766,304,620,99,377,NC
496,42,104,4,38,NC
3528,457,781,18,251,NC
855,49,181,8,78,NC
28,2,5,0,0,NC
19,0,4,0,4,NC
6220,873,2014,35,469,C
905,104,152,0,24,NC
1,0,0,0,0,NC
7737,1059,1660,209,764,C
1616,84,222,12,84,NC
308,8,20,4,10,NC
84,6,19,0,8,NC
797,75,175,15,74,NC
4100,618,1054,23,376,C
5242,648,1069,166,609,NC
78,14,23,0,15,NC
408,13,66,0,31,NC
601,70,125,3,46,NC
232,21,39,0,12,NC
443,46,95,1,35,NC
0,0,0,0,0,NC
135,4,18,0,0,NC
1795,235,425,35,176,NC
2195,236,412,30,183,NC
625,42,131,1,69,NC
6794,948,1474,9,318,C
21,3,4,0,2,NC
11092,1465,3184,444,1808,C
49,0,2,0,0,NC
509,51,91,9,30,NC
2211,276,573,70,318,NC
2235,196,471,4,216,NC
1117,55,174,0,43,NC
46,10,9,1,1,NC
308,43,54,1,8,NC
9,1,2,0,0,NC
188,15,34,0,18,NC
3095,155,568,37,238,NC
17,4,2,0,0,NC
100,9,17,0,4,NC
3,0,0,0,0,NC
3106,316,659,36,255,NC
4309,491,937,86,515,NC
47,3,14,0,5,NC
2166,238,408,85,270,NC
0,0,0,0,0,NC
3390,396,767,7,162,C
28,2,3,0,2,NC
463,50,91,13,55,NC
3615,464,973,17,270,NC
233,30,47,2,12,NC
1500,151,413,40,211,NC
14,0,4,0,2,NC
377,47,76,0,24,NC
30,6,7,0,0,NC
143,19,27,0,5,NC
1360,111,314,2,145,NC
3539,416,723,107,449,NC
20,2,4,0,1,NC
1869,188,398,49,221,NC
2,0,0,0,0,NC
551,40,108,6,33,NC
30,6,4,1,3,NC
197,20,40,9,33,NC
168,10,27,0,7,NC
11,3,3,3,5,NC
3123,274,711,84,406,NC
1909,177,456,11,168,NC
3171,396,775,69,340,NC
0,0,0,0,0,NC
59,3,9,0,1,NC
209,27,38,7,28,NC
79,3,13,0,4,NC
306,40,41,2,25,NC
4313,347,930,78,449,C
2,0,0,0,0,NC
537,49,108,14,49,NC
30,0,5,0,3,NC
6291,717,1537,105,711,NC
40,3,7,1,8,NC
0,1,0,0,0,NC
3417,313,756,74,404,NC
12,1,3,0,0,NC
261,25,54,2,37,NC
723,37,137,2,45,NC
2514,224,646,54,284,NC
396,35,80,1,27,NC
125,6,17,0,7,NC
23,10,2,0,0,NC
3,0,0,0,0,NC
401,34,51,5,33,NC
7,0,1,0,0,NC
2088,203,422,1,162,NC
5693,894,1828,55,794,C
105,6,27,1,7,NC
3251,436,683,46,241,C
3039,368,721,16,377,NC
2,0,0,0,0,NC
326,48,80,2,23,NC
5409,901,1297,183,795,C
541,54,85,1,30,NC
40,4,13,0,5,NC
108,13,21,3,11,NC
17,1,3,0,0,NC
1683,106,306,10,123,NC
100,7,19,0,10,NC
15,0,2,0,1,NC
31,23,6,1,2,NC
1378,125,236,8,70,NC
119,11,23,0,13,NC
0,1,0,0,0,NC
53,4,12,0,2,NC
4,0,0,0,0,NC
14,1,1,0,0,NC
1327,102,327,2,118,NC
10184,1315,2808,350,1546,C
20,1,4,0,2,NC
147,11,18,0,4,NC
7004,639,1436,66,599,NC
4949,610,1275,186,643,NC
1704,150,404,13,179,NC
8,0,1,0,2,NC
2,0,0,0,0,NC
1474,131,316,27,133,NC
7402,662,1725,118,689,C
67,7,10,1,7,NC
32,4,8,0,4,NC
598,43,119,1,24,NC
3,0,0,0,0,NC
2227,281,538,61,236,NC
69,4,16,0,3,NC
310,32,64,8,34,NC
88,1,19,0,9,NC
235,26,47,0,14,NC
2668,276,647,32,347,C
560,48,107,1,49,NC
119,30,25,0,7,NC
7,0,1,0,0,NC
15,1,3,0,1,NC
7171,1075,1884,275,1095,I
4582,598,1123,121,566,NC
14,0,2,0,0,NC
191,20,38,0,14,NC
2,0,0,0,0,NC
1651,137,386,40,172,NC
3066,343,724,78,329,NC
691,83,169,15,84,NC
2825,187,711,6,301,C
12,1,1,0,0,NC
4,0,0,0,1,NC
79,6,15,0,4,NC
9057,1329,2108,61,797,C
150,16,10,0,0,NC
41,1,5,0,3,NC
123,13,19,0,4,NC
21,1,4,0,6,NC
86,8,19,0,1,NC
1465,144,324,17,127,NC
43,8,6,0,6,NC
4831,580,1082,88,457,NC
1238,213,329,3,115,NC
232,25,45,0,13,NC
22,3,9,0,1,NC
777,57,165,4,49,NC
3419,409,832,101,403,NC
276,38,51,0,22,NC
1,1,1,0,0,NC
5,0,0,0,0,NC
9052,1729,2639,62,1208,I
112,17,23,3,14,NC
186,30,36,0,10,NC
440,50,92,16,50,NC
133,8,17,0,7,NC
27,1,2,0,0,NC
234,33,55,0,13,NC
17,2,4,1,3,NC
2924,244,617,26,239,NC
2052,151,382,18,146,NC
6973,1140,2067,24,988,I
794,94,161,12,61,NC
3,0,0,0,0,NC
1496,155,267,10,135,NC
498,34,64,1,19,NC
132,13,27,0,16,NC
3,0,1,0,0,NC
2307,313,561,78,363,NC
190,25,48,3,28,NC
5507,667,1335,32,373,NC
333,33,55,4,28,NC
0,1,0,0,0,NC
574,70,113,2,46,NC
3796,434,779,133,480,NC
2941,278,630,4,254,NC
8847,1547,2369,132,1258,I
25,3,3,0,0,NC
1006,90,264,13,110,NC
434,39,70,11,49,NC
1872,139,339,2,129,NC
1,0,0,0,0,NC
571,61,138,7,68,NC
352,27,63,0,22,NC
4272,478,992,14,381,NC
241,22,51,2,9,NC
15,2,1,0,0,NC
3762,513,980,114,619,NC
75,11,16,2,10,NC
545,45,113,1,28,NC
178,16,41,3,18,NC
198,7,18,0,8,NC
2,0,0,0,0,NC
7552,1133,1997,27,797,C
21,3,5,0,0,NC
94,16,36,4,22,NC
1,1,0,0,0,NC
3463,256,625,19,198,NC
1911,189,480,11,170,NC
5586,633,1306,20,471,NC
5755,736,1292,58,489,NC
21,0,4,0,1,NC
448,36,86,1,31,NC
20,0,4,0,0,NC
169,17,50,5,22,NC
745,75,160,6,49,NC
10,1,2,0,1,NC
197,53,38,3,18,NC
37,3,4,0,1,NC
766,54,151,15,83,NC
459,33,88,1,28,NC
148,12,25,0,4,NC
14,1,2,0,0,NC
970,127,159,8,71,NC
101,17,22,1,4,NC
9027,1194,2232,475,1540,I
5336,812,1491,42,592,I
2232,240,502,65,256,NC
5,0,0,0,0,NC
4,0,1,0,0,NC
56,4,8,1,6,NC
5315,923,1556,47,604,NC
675,95,159,14,83,NC
5829,536,1229,23,529,C
11,0,1,0,0,NC
139,21,37,3,11,NC
4617,548,931,103,460,NC
1453,131,271,27,125,NC
394,41,85,13,49,NC
286,52,69,0,43,NC
3825,631,813,5,272,NC
23,1,2,0,1,NC
30,1,6,1,2,NC
218,3,7,0,6,NC
547,94,188,0,49,NC
15,0,3,0,0,NC
95,10,21,2,8,NC
77,9,16,0,5,NC
34,4,7,0,0,NC
51,5,14,1,3,NC
2574,351,640,51,265,NC
2,1,1,0,0,NC
5,1,1,0,0,NC
7559,956,1737,374,1149,C
854,80,175,2,54,NC
3,0,0,0,0,NC
98,10,25,0,0,NC
653,36,90,0,39,NC
82,10,10,0,4,NC
6571,813,1775,150,1036,I
59,7,11,0,5,NC
786,95,181,5,60,NC
170,20,41,1,11,NC
328,43,82,1,33,NC
7209,954,1991,124,997,NC
315,34,68,1,24,NC
3538,324,808,86,453,NC
15,1,2,0,1,NC
220,25,51,2,16,NC
32,2,10,0,0,NC
5,0,2,0,0,NC
35,3,6,0,0,NC
2406,214,569,5,234,NC
1988,169,453,6,191,NC
3255,418,777,104,398,NC
321,26,61,1,21,NC
1708,149,365,5,119,NC
92,8,20,1,13,NC
423,122,166,2,0,NC
914,84,223,1,81,NC
91,4,17,1,6,NC
36,2,4,0,0,NC
2065,281,531,60,262,NC
2,1,1,0,1,NC
84,17,18,3,7,NC
9109,998,2237,15,536,C
11,1,2,0,0,NC
1551,130,316,20,139,NC
890,96,225,22,116,NC
3494,442,812,133,543,NC
10,2,2,0,2,NC
629,53,145,5,58,NC
261,20,55,5,29,NC
6407,635,1593,128,778,C
65,6,16,0,5,NC
37,3,8,0,2,NC
408,35,88,1,33,NC
720,66,182,18,86,NC
596,34,71,1,24,NC
12,0,3,0,0,NC
1662,184,301,61,179,NC
3216,321,712,16,235,NC
21,1,3,0,2,NC
15,0,0,0,1,NC
1,0,0,0,0,NC
23,2,3,0,1,NC
207,20,30,1,15,NC
4,0,0,0,0,NC
365,51,91,0,21,NC
80,6,18,0,5,NC
144,13,31,4,18,NC
1595,162,351,12,112,NC
986,148,205,5,100,NC
3198,442,599,39,193,NC
6211,729,1370,163,681,NC
3306,468,914,16,342,NC
1602,160,334,8,112,C
4042,464,922,86,461,NC
2506,260,506,6,133,NC
6153,944,1437,242,795,C
9,2,2,0,2,NC
63,5,11,0,2,NC
4,0,0,0,0,NC
4,0,1,0,0,NC
5256,546,1273,30,584,C
2305,239,657,54,345,NC
145,9,29,0,7,NC
5785,767,1542,64,491,NC
4,0,2,0,1,NC
26,7,7,0,3,NC
1044,132,254,37,124,NC
8257,1068,2022,293,1174,C
20,3,2,0,0,NC
6051,723,1421,26,467,C
3369,399,791,7,316,NC
98,13,26,0,10,NC
1820,118,337,13,101,NC
2165,283,446,7,134,NC
1518,173,330,5,136,NC
53,8,16,1,10,NC
2000,241,345,12,144,NC
1246,89,273,2,114,NC
15,1,3,0,2,NC
572,98,198,2,81,NC
2214,295,497,49,223,NC
15,2,2,0,0,NC
768,94,170,10,56,NC
5,0,1,0,0,NC
1982,205,484,7,231,C
73,7,7,0,3,NC
711,59,148,13,70,NC
47,4,8,1,2,NC
4,1,0,0,0,NC
1085,113,262,10,93,NC
195,17,39,0,0,NC
145,12,27,0,16,NC
165,13,25,0,15,NC
1369,133,314,1,79,NC
1649,144,340,24,156,NC
1280,120,308,5,119,NC
3640,326,788,2,297,NC
7836,1168,1982,299,1130,C
545,46,87,20,62,NC
117,23,30,2,24,NC
0,0,0,0,0,NC
859,75,187,17,98,NC
0,0,0,0,0,NC
8787,1138,2311,378,1390,C
25,4,9,0,1,NC
2,0,0,0,0,NC
141,5,8,0,4,NC
420,28,56,0,22,NC
132,6,17,1,4,NC
21,2,3,0,0,NC
15,0,3,0,2,NC
5,1,0,0,0,NC
130,17,30,0,17,NC
972,77,206,22,116,NC
1370,207,336,5,103,NC
534,60,101,3,38,NC
12,1,1,0,0,NC
20,6,5,0,1,NC
142,7,25,5,19,NC
85,11,15,2,11,NC
3440,472,807,36,302,NC
283,41,79,3,48,NC
323,27,60,2,31,NC
8,1,1,0,1,NC
2924,414,671,10,323,NC
278,26,62,7,17,NC
38,2,11,0,2,NC
3001,345,761,11,332,NC
310,35,68,1,25,NC
48,4,10,0,2,NC
27,3,3,1,2,NC
129,8,25,2,10,NC
2483,390,604,14,197,NC
4143,457,966,50,447,NC
50,5,11,0,4,NC
4,0,1,0,1,NC
5296,751,1412,42,409,NC
46,4,4,0,4,NC
4871,496,1176,71,435,NC
147,11,23,1,11,NC
16,2,3,0,2,NC
236,42,41,2,17,NC
1,0,0,0,0,NC
290,18,56,0,11,NC
1035,86,228,1,55,NC
282,78,97,3,30,NC
10270,1403,2970,320,1382,I
4,0,1,0,0,NC
194,15,43,1,32,NC
4,0,0,0,0,NC
146,8,29,3,8,NC
873,71,121,24,79,NC
10,0,2,0,2,NC
1059,98,183,16,80,NC
2075,258,415,21,162,NC
528,46,116,2,59,NC
8,0,1,0,0,NC
14,7,6,0,3,NC
35,5,7,0,0,NC
215,16,48,2,18,NC
3295,214,696,18,260,NC
863,83,189,4,70,NC
16,1,2,0,4,NC
1372,126,308,33,123,C
1651,189,419,7,109,NC
3571,335,836,18,367,NC
4544,495,1104,143,620,NC
3369,307,738,19,219,NC
1073,118,207,19,113,NC
2142,224,522,1,214,NC
39,6,9,0,2,NC
491,44,111,11,69,NC
100,4,20,0,3,NC
176,17,44,9,28,NC
7,1,1,1,1,NC
518,48,108,3,37,NC
20,0,2,0,1,NC
245,29,50,1,19,NC
8164,1009,2029,108,754,C
544,71,116,8,46,NC
3734,590,931,9,371,NC
6848,1406,1755,42,720,NC
2625,268,616,25,279,NC
11,4,2,0,1,NC
4363,509,1050,229,747,NC
400,46,80,3,27,NC
526,44,58,8,34,NC
6938,771,1760,44,835,NC
736,82,165,21,89,NC
1646,150,384,15,168,NC
4,0,1,0,0,NC
3298,329,749,5,301,NC
8,1,1,0,0,NC
1100,119,263,17,118,NC
4340,535,929,145,609,C
206,18,39,5,23,NC
2290,286,541,34,201,NC
214,23,50,3,15,NC
16,1,4,0,0,NC
156,21,25,3,11,NC
3548,401,752,13,351,NC
7617,929,2034,87,656,C
2451,337,664,17,204,NC
4875,882,1415,15,555,NC
252,29,48,0,12,NC
3,0,0,0,0,NC
1,0,0,0,0,NC
110,10,20,2,3,NC
1778,223,437,9,151,NC
34,6,6,0,2,NC
8,2,0,0,0,NC
76,2,9,0,6,NC
2069,194,434,31,211,NC
925,87,202,9,87,NC
3,0,0,0,0,NC
2398,208,496,27,280,NC
334,34,68,1,21,NC
3584,485,778,133,415,NC
9057,1329,2340,198,960,I
44,9,8,0,3,NC
2,1,0,0,0,NC
347,22,71,0,14,NC
5,1,0,0,0,NC
3940,297,843,8,273,C
1130,140,237,24,96,NC
9063,1152,2257,256,1226,C
2401,218,507,66,262,NC
1577,108,305,20,124,NC
2190,227,642,10,268,NC
480,32,38,2,23,NC
1256,110,304,1,151,NC
393,44,73,4,33,NC
676,77,129,18,75,NC
151,18,31,0,7,NC
1718,219,487,39,221,NC
14,1,3,0,3,NC
4503,436,1209,83,504,NC
625,66,129,14,52,NC
1905,212,449,54,202,NC
2970,388,633,77,283,NC
335,27,59,0,29,NC
3223,222,681,5,273,C
0,0,0,0,0,NC
1186,97,226,49,147,NC
1,1,0,0,0,NC
42,7,6,0,2,NC
14,0,1,0,0,NC
258,29,62,5,26,NC
4067,528,997,149,534,NC
4670,527,1225,15,581,NC
8,9,2,0,1,NC
103,10,18,0,10,NC
5488,611,1141,41,367,NC
1771,238,440,51,201,NC
10,0,0,0,1,NC
4144,554,959,67,428,NC
66,6,17,0,4,NC
261,35,46,2,9,NC
732,94,185,2,18,NC
307,38,68,0,28,NC
343,22,83,3,32,NC
102,16,21,0,7,NC
76,2,17,0,4,NC
86,9,12,0,2,NC
3731,294,653,76,346,NC
6256,925,1374,348,957,I
50,4,6,0,5,NC
3373,387,721,16,256,NC
3364,394,832,13,384,NC
11,1,1,0,0,NC
1291,164,387,38,205,C
2714,291,689,34,370,NC
1943,174,273,24,102,NC
59,10,13,0,7,NC
0,0,0,0,0,NC
23,2,3,0,3,NC
249,42,52,0,22,NC
4,0,1,0,0,NC
3581,317,731,3,220,C
6,0,2,0,0,NC
276,36,54,2,29,NC
264,15,54,7,25,NC
65,7,9,1,3,NC
31,2,6,0,0,NC
1433,155,364,20,138,NC
1032,87,219,13,110,NC
8,0,0,0,0,NC
5502,614,1302,251,815,NC
22,1,4,0,4,NC
3,0,0,0,0,NC
8508,1239,2193,57,642,C
2586,188,536,78,277,NC
17,1,2,0,1,NC
6072,819,1710,133,701,C
28,4,8,0,3,NC
3103,307,628,96,348,NC
30,9,4,0,3,NC
4925,608,1210,46,522,C
6057,732,1571,21,426,C
2929,214,627,50,252,C
1,0,0,0,0,NC
680,66,132,20,94,NC
7,0,1,0,0,NC
33,4,9,0,7,NC
8189,1076,1994,231,971,C
28,3,3,0,1,NC
10174,1355,2555,499,1561,C
1708,377,538,13,252,NC
1795,169,362,11,148,NC
2072,262,418,50,208,NC
23,3,7,0,3,NC
174,14,34,1,16,NC
8,0,1,0,1,NC
5777,833,1424,164,703,C
4155,516,1088,49,383,NC
4940,1025,1302,14,460,C
5,0,0,0,0,NC
34,3,4,0,1,NC
1797,205,433,5,132,NC
156,25,36,1,0,NC
53,6,6,0,4,NC
3724,446,852,149,536,NC
3565,415,883,17,245,C
16,2,2,0,3,NC
78,3,12,2,12,NC
4,0,0,0,0,NC
3193,363,847,57,397,C
95,5,16,1,5,NC
230,23,55,1,15,NC
33,3,6,0,0,NC
17,2,1,0,0,NC
1,0,0,0,0,NC
9,1,1,0,0,NC
92,11,17,3,12,NC
417,26,64,5,24,NC
13,0,2,0,2,NC
7,0,1,0,0,NC
1647,142,381,44,202,NC
6,2,0,0,0,NC
35,3,4,0,0,NC
837,56,153,18,80,NC
1453,306,513,10,278,NC
107,11,30,0,15,NC
41,3,7,0,2,NC
1715,160,401,30,177,NC
3395,237,751,4,240,C
687,85,135,12,58,NC
5421,474,1313,113,628,C
166,23,26,0,11,NC
34,4,5,0,0,NC
6878,861,1759,100,664,C
46,3,7,1,3,NC
140,10,39,1,13,NC
43,6,9,0,2,NC
77,7,16,1,9,NC
3,0,2,0,0,NC
3,0,0,0,0,NC
5567,737,1399,142,661,C
338,22,44,0,15,NC
4508,446,1017,73,552,NC
0,0,0,0,0,NC
2,2,1,0,0,NC
1180,117,247,3,129,NC
8,2,2,0,0,NC
5135,714,1515,63,773,C
2099,146,370,28,161,C
343,45,86,0,22,NC
1593,162,285,35,178,C
221,29,46,0,17,NC
112,10,26,2,9,NC
3,0,1,0,1,NC
73,15,19,0,5,NC
1967,187,373,35,173,NC
31,2,2,0,1,NC
1140,109,203,34,114,NC
3,0,1,0,0,NC
4302,507,1191,87,508,C
4087,441,859,92,408,NC
3461,335,728,11,314,NC
287,24,68,1,25,NC
546,45,107,18,69,NC
62,9,14,1,4,NC
193,15,32,2,9,NC
10519,1410,2711,426,1475,I
316,22,70,5,20,NC
1,0,0,0,0,NC
67,4,12,0,2,NC
3628,404,938,66,509,NC
36,1,7,0,3,NC
1598,117,320,26,148,C
1574,159,344,7,107,NC
4,1,0,0,0,NC
158,16,33,3,11,NC
7660,1177,1686,593,1453,C
2224,251,522,53,246,C
4136,473,1021,104,598,NC
770,70,143,3,61,NC
36,1,4,0,0,NC
13,0,2,0,0,NC
1,0,0,0,0,NC
5572,685,1473,22,360,C
2439,326,609,45,276,NC
19,3,6,0,0,NC
395,32,75,1,39,NC
1790,163,401,13,156,NC
5528,632,1229,139,533,NC
169,26,31,1,16,NC
9731,1315,2634,173,1200,NC
116,16,23,2,10,NC
29,1,2,0,1,NC
4959,568,1050,201,663,NC
527,62,122,12,48,NC
9,0,0,0,0,NC
52,1,4,0,0,NC
10,0,0,0,1,NC
288,43,96,4,78,NC
36,5,8,0,2,NC
1568,171,367,12,147,NC
597,85,137,11,60,NC
24,3,5,0,1,NC
1126,101,209,24,101,NC
1579,198,365,10,168,NC
203,14,37,1,21,NC
1178,93,259,18,120,NC
194,14,44,0,27,NC
10740,1513,3010,118,1014,I
6596,545,1431,16,568,NC
89,12,17,0,7,NC
626,71,122,20,71,NC
51,4,11,2,6,NC
7574,936,2015,64,1147,C
5243,656,1318,114,558,NC
2228,161,408,30,186,NC
1761,241,423,25,132,NC
36,5,9,2,6,NC
100,15,23,1,5,NC
2231,230,545,22,252,NC
7,0,2,0,1,NC
7303,823,1832,336,1122,NC
1720,188,386,17,111,NC
1222,154,295,32,125,NC
310,37,50,2,8,NC
231,28,50,3,12,NC
155,15,27,1,16,NC
1115,148,246,13,102,NC
8,0,0,0,0,NC
50,5,10,0,5,NC
10359,1583,2626,169,979,I
30,2,5,0,2,NC
5905,638,1453,162,745,C
90,4,20,0,7,NC
3,0,1,0,0,NC
7,0,0,0,0,NC
368,38,73,7,46,NC
5,0,0,0,0,NC
20,0,2,0,4,NC
129,13,23,1,15,NC
6723,852,1563,268,1115,C
477,44,116,0,41,NC
26,3,6,0,3,NC
4001,445,828,24,335,C
831,86,180,7,75,NC
32,1,5,0,2,NC
4,0,0,0,0,NC
357,26,69,0,27,NC
177,16,28,0,10,NC
37,3,7,0,0,NC
4,0,1,0,0,NC
702,72,170,0,61,NC
542,67,110,0,30,NC
537,60,109,1,42,NC
1953,203,446,20,172,NC
1446,202,338,4,115,NC
219,17,38,0,0,NC
2942,263,661,8,219,NC
16,5,1,0,0,NC
70,8,12,0,4,NC
1,0,0,0,0,NC
259,27,62,0,14,NC
12,1,3,0,2,NC
56,9,13,1,7,NC
50,5,12,2,6,NC
81,10,18,0,2,NC
2,0,0,0,0,NC
5480,676,1361,62,435,C
46,7,3,0,3,NC
10211,1416,3000,240,1305,I
286,22,60,0,0,NC
1428,141,344,70,207,NC
297,38,77,7,37,NC
58,6,10,0,5,NC
2968,380,687,21,295,C
398,35,56,2,15,NC
5034,577,1192,28,427,NC
3197,339,688,25,240,NC
41,7,11,1,6,NC
1,0,0,0,0,NC
335,46,84,4,30,NC
152,15,28,4,18,NC
142,7,25,0,3,NC
1057,84,188,11,85,NC
735,126,219,1,97,NC
2206,220,511,28,238,NC
3471,538,666,22,319,NC
385,36,66,2,23,NC
20,0,0,0,0,NC
273,31,50,1,18,NC
737,62,138,9,95,NC
26,2,3,0,1,NC
5939,816,1445,349,1119,C
2709,262,557,65,335,NC
3492,364,793,20,369,C
6573,478,1288,20,412,NC
3557,478,865,40,274,NC
314,24,72,2,19,NC
238,26,44,5,25,NC
26,0,4,0,2,NC
1626,267,476,2,214,NC
110,8,21,0,4,NC
861,119,169,7,50,NC
5,1,1,0,1,NC
213,12,54,0,22,NC
8,1,1,0,0,NC
86,5,19,0,5,NC
6206,705,1645,127,916,C
0,0,0,0,0,NC
534,54,116,17,52,NC
1634,120,274,37,135,NC
22,0,2,0,2,NC
1305,156,321,23,150,NC
3,0,0,0,0,NC
951,108,249,14,114,NC
2651,270,594,29,251,C
26,1,4,0,2,NC
886,89,181,6,72,NC
8420,1246,2468,105,1149,I
1757,160,301,12,119,NC
179,18,32,0,14,NC
5,0,1,0,0,NC
2132,213,498,11,142,NC
2127,242,439,8,150,NC
854,85,171,0,49,NC
121,12,23,1,7,NC
9,0,1,0,0,NC
1522,134,294,4,122,NC
5442,721,1377,68,439,NC
791,74,162,10,50,NC
124,7,36,2,14,NC
48,3,9,0,5,NC
1338,149,307,41,179,NC
86,14,18,0,8,NC
964,89,207,21,87,NC
47,4,7,0,3,NC
312,13,47,0,9,NC
16,0,1,0,2,NC
93,19,12,0,2,NC
19,2,3,0,1,NC
4,0,0,0,0,NC
21,3,0,0,1,NC
30,5,5,0,2,NC
2482,322,599,16,183,NC
874,86,190,14,89,NC
7963,1174,2092,335,1106,C
2451,261,630,27,310,NC
40,1,4,0,0,NC
39,0,4,0,3,NC
23,1,4,0,0,NC
384,62,114,8,71,NC
1657,181,397,71,217,NC
585,78,128,1,34,NC
3482,559,905,9,404,NC
1325,163,255,13,109,NC
5766,598,1398,144,746,NC
5294,623,1308,21,421,NC
41,3,4,1,4,NC
4545,422,1053,58,343,C
4838,521,907,114,417,C
96,14,21,1,8,NC
2702,315,607,51,258,NC
236,19,40,0,11,NC
2453,249,516,28,209,NC
221,1,11,0,3,NC
28,3,7,0,4,NC
1585,107,274,15,128,NC
4333,549,1079,138,589,C
