PA,R,H,2B,HR,RBI,SB,HallOfFame
8011,1102,1653,284,292,957,223,C
252,26,43,3,0,10,4,NC
1155,125,274,44,3,102,9,NC
750,67,143,23,0,40,1,NC
388,46,99,18,7,43,2,NC
164,11,38,7,1,14,1,NC
2,0,1,0,0,0,0,NC
3345,379,791,123,19,207,24,NC
397,54,106,12,5,42,16,NC
1377,178,369,52,12,112,65,NC
41,5,7,0,1,3,0,NC
393,27,91,13,2,28,1,NC
12,0,0,0,0,0,1,NC
3675,416,882,126,75,400,17,NC
50,5,11,4,0,4,0,NC
71,6,11,1,0,1,1,NC
6634,746,1621,196,13,457,166,NC
1,0,0,0,0,0,0,NC
1901,148,375,46,18,115,7,NC
138,14,25,2,1,10,6,NC
51,4,11,2,0,7,0,NC
2,0,0,0,0,0,0,NC
10460,1473,2600,453,314,1169,327,C
70,3,9,3,1,6,0,NC
289,30,67,4,1,35,9,NC
27,3,5,0,0,2,0,NC
1006,95,176,43,22,87,11,NC
3436,580,788,107,12,263,205,NC
2322,268,562,102,36,217,50,NC
30,2,7,2,0,4,0,NC
6116,923,1748,363,230,937,95,C
571,73,136,25,4,67,9,NC
963,93,192,24,1,58,50,NC
3,0,0,0,0,0,0,NC
232,34,53,12,0,21,3,NC
326,33,65,15,5,28,1,NC
14,2,2,0,0,0,0,NC
25,3,3,0,1,1,1,NC
5923,811,1281,216,256,796,84,NC
1789,178,388,64,19,146,41,NC
3558,361,834,205,87,406,5,NC
410,76,141,13,2,62,50,NC
1,1,0,0,0,0,1,NC
107,18,17,2,1,11,4,NC
16,2,2,0,0,1,2,NC
4939,1027,1286,233,18,553,516,NC
3219,312,627,97,44,303,69,NC
2,1,1,1,0,0,0,NC
1469,202,358,65,14,157,48,NC
3285,431,904,157,60,431,35,NC
259,14,41,3,0,12,0,NC
6299,964,1513,245,253,965,46,I
3197,428,766,105,17,355,180,NC
1316,146,296,44,54,207,3,NC
138,12,25,4,6,16,0,NC
242,27,42,6,6,14,0,NC
50,3,17,1,0,6,1,NC
8,3,3,0,0,1,1,NC
6962,756,1736,292,169,935,23,C
42,0,2,0,0,0,0,NC
249,25,64,5,2,25,3,NC
15,0,0,0,0,0,0,NC
6861,790,1614,303,111,759,219,C
613,75,134,27,8,56,23,NC
7329,876,1854,282,49,630,37,NC
4392,523,1078,196,42,401,147,NC
156,12,31,5,0,9,0,NC
17,2,4,3,0,0,0,NC
1686,213,462,72,3,197,37,NC
5160,480,975,110,11,230,205,NC
4,0,0,0,0,0,0,NC
702,90,167,17,7,52,11,NC
632,59,132,18,14,61,7,NC
14,2,6,0,0,3,2,NC
7603,986,2098,400,96,660,137,C
6355,889,1375,293,320,950,56,C
23,2,6,0,0,0,0,NC
751,41,80,10,11,33,5,NC
4616,441,1097,211,88,519,23,NC
2512,288,620,126,32,302,103,NC
87,15,21,4,0,4,7,NC
60,7,11,0,0,4,3,NC
3781,413,862,156,112,432,51,NC
20,1,2,0,0,0,0,NC
488,44,103,18,1,21,3,NC
61,2,5,0,0,2,0,NC
9,0,1,0,0,0,0,NC
7,2,2,0,0,0,0,NC
2398,297,560,84,72,259,104,NC
33,4,5,0,0,2,0,NC
39,5,10,3,0,3,0,NC
7451,862,1795,364,256,992,30,C
8052,825,1871,261,314,1094,24,C
2887,357,626,106,40,250,14,NC
449,49,107,28,5,42,2,NC
3882,449,845,133,146,518,55,NC
1,0,0,0,0,0,0,NC
73,3,10,2,0,8,1,NC
421,33,84,15,14,39,0,NC
511,99,128,10,4,9,0,NC
154,17,22,2,2,9,0,NC
244,15,48,9,0,19,5,NC
11329,1650,2517,449,268,1133,689,I
728,60,147,24,3,53,3,NC
1065,118,244,37,14,126,7,NC
50,1,5,1,0,1,0,NC
81,5,12,3,0,6,0,NC
1105,145,233,25,1,107,71,NC
88,15,21,2,0,4,0,NC
904,72,144,15,0,11,0,NC
24,4,5,1,1,2,0,NC
1,0,0,0,0,0,0,NC
1350,258,414,72,2,188,15,NC
53,6,6,1,0,4,1,NC
361,52,91,7,0,28,5,NC
6412,754,1467,181,34,492,91,C
97,9,14,3,1,5,0,NC
22,4,4,1,1,1,0,NC
6582,961,1442,89,6,275,233,NC
4989,689,1243,228,218,768,14,NC
91,6,15,2,0,5,0,NC
27,1,7,2,1,6,0,NC
1015,97,214,30,6,77,26,NC
145,7,21,2,0,9,11,NC
1672,182,432,72,25,209,8,NC
46,2,2,0,0,0,2,NC
1170,159,284,54,8,111,34,NC
2779,345,633,107,19,231,88,NC
2556,254,524,89,37,218,19,NC
914,88,192,29,21,107,11,NC
228,10,25,5,0,15,2,NC
67,7,9,0,0,5,1,NC
38,3,9,0,0,6,0,NC
2804,286,601,88,18,209,38,NC
6694,738,1528,250,70,638,22,C
381,22,67,12,4,21,0,NC
1627,293,460,76,19,253,99,NC
217,12,37,5,0,6,7,NC
8051,1108,1994,362,312,1089,136,C
9641,993,2326,389,101,950,321,C
14,2,0,0,0,0,0,NC
6459,731,1611,273,115,618,43,C
1162,198,387,74,8,224,33,NC
562,48,121,25,12,61,0,NC
5628,750,1491,186,23,410,171,NC
42,4,5,0,0,1,0,NC
2297,272,521,83,8,189,41,NC
208,20,44,5,1,5,1,NC
1030,88,206,24,3,90,31,NC
3385,309,753,112,23,236,11,NC
5248,566,1231,263,27,392,40,NC
694,57,123,30,10,49,0,NC
6,0,0,0,0,0,0,NC
322,32,74,12,1,0,0,NC
1022,131,264,24,11,76,76,NC
1469,226,359,38,0,109,0,NC
317,28,68,15,0,27,0,NC
391,47,87,14,1,19,7,NC
426,38,89,14,0,33,12,NC
0,0,0,0,0,0,0,NC
1456,106,298,43,3,133,13,NC
5023,658,1122,191,92,490,143,NC
97,2,22,4,0,11,3,NC
336,35,59,8,11,33,1,NC
308,27,59,18,3,38,0,NC
27,2,7,3,0,1,0,NC
2618,335,658,119,70,320,51,NC
9,8,4,0,2,2,4,NC
1185,132,250,49,62,179,0,NC
425,30,98,16,1,35,4,NC
3754,485,905,124,90,406,49,NC
8793,1033,2207,397,91,799,238,C
124,18,19,3,0,7,2,NC
7161,888,1530,231,197,697,63,C
41,3,9,2,0,2,0,NC
1305,173,304,35,3,78,10,NC
6,0,1,0,0,1,1,NC
62,4,11,5,1,3,1,NC
342,28,70,17,3,27,1,NC
29,0,5,0,0,1,1,NC
420,0,8,3,0,1,2,NC
5849,809,1615,258,79,513,46,C
1433,132,309,61,20,131,5,NC
121,20,22,7,2,13,4,NC
5936,605,1270,225,101,606,34,C
12,0,1,0,0,0,0,NC
183,15,31,6,6,23,0,NC
3954,462,911,158,46,368,59,NC
2,0,0,0,0,0,0,NC
358,28,60,8,0,22,3,NC
1698,148,324,68,32,190,8,NC
3981,398,900,150,26,344,74,NC
2,0,0,0,0,0,0,NC
151,13,34,1,0,13,0,NC
3,0,0,0,0,0,0,NC
6052,841,1449,188,39,722,292,NC
40,6,5,0,0,0,0,NC
32,2,7,0,0,0,0,NC
8028,1094,2042,381,223,1247,54,I
1461,167,385,61,17,117,40,NC
26,0,0,0,0,0,0,NC
52,4,13,2,1,11,0,NC
1279,106,313,48,1,80,7,NC
183,8,35,3,0,14,1,NC
3,0,0,0,0,0,0,NC
1988,214,465,76,7,191,39,NC
28,0,5,1,0,4,3,NC
1303,103,299,48,22,150,7,NC
112,36,66,6,3,0,0,NC
14,1,1,0,0,0,1,NC
81,5,9,2,0,3,5,NC
4,2,0,0,0,0,0,NC
80,9,18,1,3,12,0,NC
480,164,212,20,0,54,60,NC
1,0,0,0,0,0,0,NC
2508,311,605,116,62,339,60,NC
3698,418,902,122,15,297,68,NC
111,11,23,5,2,7,2,NC
35,8,3,0,0,2,3,NC
1614,148,401,47,6,140,65,NC
1210,113,271,35,8,90,6,NC
1605,145,336,50,14,156,5,C
105,3,10,1,0,5,1,NC
120,18,26,3,3,14,2,NC
3256,355,706,112,129,417,7,NC
4778,632,1195,144,18,302,78,C
6115,738,1642,267,215,903,97,C
3,2,1,0,0,0,0,NC
4755,676,1129,149,32,558,225,NC
62,3,13,0,0,4,0,NC
154,10,9,1,0,8,6,NC
678,58,129,22,18,71,0,NC
1051,99,218,43,16,100,15,NC
5395,707,1292,260,207,795,106,NC
992,148,279,58,11,98,0,NC
5,0,0,0,0,0,0,NC
174,22,53,4,1,17,2,NC
982,118,244,56,4,77,0,NC
294,34,65,9,1,25,11,NC
3017,364,872,171,102,442,32,NC
74,10,11,0,1,2,3,NC
106,7,17,2,3,12,0,NC
1045,74,185,24,1,74,20,NC
209,18,36,11,6,22,0,NC
34,5,11,1,0,3,0,NC
142,8,23,7,2,15,0,NC
202,23,56,9,8,20,2,NC
4301,470,1035,190,60,466,18,NC
766,131,222,29,5,111,64,NC
955,81,207,14,1,51,2,NC
35,6,13,0,0,6,0,NC
154,23,32,2,0,9,2,NC
0,1,0,0,0,0,0,NC
1101,83,214,22,2,89,23,NC
6,1,2,0,0,0,0,NC
1090,121,289,45,11,118,9,NC
1597,137,360,41,3,124,23,NC
3801,311,813,118,82,381,12,C
2844,405,704,148,12,232,18,NC
158,12,32,5,0,11,1,NC
42,2,11,2,0,2,1,NC
2563,359,699,117,66,391,17,NC
741,53,119,17,5,51,3,NC
54,7,15,0,0,10,5,NC
1153,136,257,51,45,118,9,NC
124,12,24,3,1,7,4,NC
279,22,52,6,2,17,1,NC
4436,631,1018,253,139,586,26,NC
4436,563,1167,193,41,507,37,NC
11230,1335,2677,394,83,791,506,I
1358,148,310,44,14,98,11,NC
275,30,56,5,7,22,4,NC
3544,354,710,78,4,271,164,NC
12606,2227,2935,601,762,1996,514,C
322,26,92,10,2,36,12,NC
44,8,22,2,0,8,0,NC
2,0,0,0,0,0,0,NC
4266,345,974,136,7,380,74,NC
215,17,25,2,0,11,0,NC
1008,84,221,19,0,54,27,NC
481,47,92,4,4,43,2,NC
11,0,2,0,0,0,0,NC
129,9,21,3,0,7,1,NC
880,73,186,30,29,114,4,NC
155,12,23,6,0,7,0,NC
591,55,133,24,2,39,4,NC
11,3,2,1,0,0,0,NC
881,137,202,35,5,81,0,NC
430,51,85,14,0,32,8,NC
1131,108,249,34,3,80,25,NC
6,1,0,0,0,0,0,NC
13,0,1,0,0,1,0,NC
173,20,38,10,4,17,1,NC
1390,135,311,74,35,171,8,NC
6108,774,1531,282,146,741,53,NC
1436,142,251,30,7,95,36,C
366,59,79,13,3,42,10,NC
96,0,6,0,0,4,0,NC
28,4,3,0,1,3,0,NC
4696,591,1130,211,222,729,21,C
95,10,24,2,0,9,3,NC
5839,664,1307,306,193,757,25,C
288,33,57,8,1,7,13,NC
13,2,3,0,0,1,0,NC
3825,371,863,148,34,298,56,NC
1617,209,465,82,13,219,16,NC
0,4,0,0,0,0,0,NC
0,0,0,0,0,0,0,NC
1,0,0,0,0,0,0,NC
2761,289,586,53,5,181,147,NC
4,7,15,2,1,3,0,NC
284,19,55,2,0,18,17,NC
1251,119,268,29,8,113,7,NC
9,2,0,0,0,0,0,NC
3207,424,782,150,90,420,20,NC
2537,205,466,63,13,137,10,NC
286,38,72,18,12,36,3,NC
1081,98,235,43,1,101,6,NC
1,0,0,0,0,0,0,NC
12,2,1,1,0,1,0,NC
2491,366,546,137,77,290,34,NC
647,63,135,23,12,78,4,NC
161,15,43,5,0,15,2,NC
3,0,0,0,0,0,0,NC
467,38,101,10,9,37,1,NC
9,0,1,1,0,0,0,NC
13,0,2,0,0,0,0,NC
53,4,20,2,0,10,2,NC
4650,650,1057,190,100,444,214,NC
22,2,3,1,0,0,0,NC
1586,145,383,63,25,161,10,NC
180,19,32,8,0,6,2,NC
16,0,1,0,0,0,0,NC
879,48,107,19,11,47,1,NC
68,7,20,4,0,9,5,NC
7221,1174,1953,389,229,1113,66,I
23,2,4,0,0,0,0,NC
11304,1697,2835,534,642,1871,184,I
4964,467,1038,165,113,525,9,NC
84,7,13,4,3,9,0,NC
313,44,75,5,2,35,2,NC
9778,1188,2788,540,214,1331,86,C
15,4,2,0,0,2,0,NC
5,2,1,0,0,0,0,NC
4032,444,966,186,28,355,47,C
1336,106,280,42,5,126,11,NC
33,3,6,2,0,3,1,NC
6848,1419,1682,338,117,845,488,C
1,0,1,0,0,0,0,NC
686,79,173,32,19,85,1,NC
1249,191,259,55,24,108,11,NC
4786,447,1116,176,59,471,28,NC
3,1,1,0,0,0,0,NC
92,9,23,5,0,3,2,NC
3238,333,827,151,92,449,13,NC
671,80,116,19,26,90,5,NC
1623,171,352,57,5,128,20,NC
59,4,16,0,0,12,0,NC
168,12,27,4,0,7,4,NC
266,38,67,8,2,0,0,NC
339,20,24,2,2,11,2,NC
1,0,0,0,0,0,0,NC
110,18,19,4,4,14,7,NC
10,3,1,0,0,0,0,NC
3287,388,829,149,50,399,44,NC
6,0,0,0,0,0,0,NC
40,8,10,0,0,1,0,NC
2918,404,675,91,16,214,182,NC
32,5,7,2,0,4,0,NC
7745,1020,2069,321,422,1314,16,I
1931,256,472,54,93,340,1,NC
7595,997,1878,338,378,1218,53,C
1537,203,340,78,49,156,13,NC
1845,204,415,72,84,234,10,NC
5,1,2,0,0,1,0,NC
42,3,2,0,0,1,0,NC
106,15,20,4,0,8,2,NC
4443,529,1197,241,77,511,45,C
0,0,0,0,0,0,0,NC
2,0,0,0,0,0,0,NC
4,1,1,0,0,0,0,NC
342,38,79,13,6,39,8,NC
2297,194,506,67,6,235,37,C
101,9,18,2,0,4,0,NC
294,32,70,11,0,16,4,NC
22,3,4,0,0,2,0,NC
5822,945,1206,176,13,462,346,NC
2,0,0,0,0,0,0,NC
18,2,4,0,0,2,0,NC
440,60,125,15,1,20,17,NC
178,23,50,5,0,20,4,NC
8437,903,1872,300,200,1024,34,C
43,1,1,0,0,0,0,NC
4009,713,1079,164,55,555,20,NC
2208,188,518,113,52,271,4,NC
383,43,76,10,5,29,7,NC
1385,165,305,71,52,176,9,NC
22,1,5,1,0,2,0,NC
112,8,22,4,0,7,1,NC
72,12,16,2,1,14,0,NC
22,4,3,0,0,0,0,NC
381,29,66,10,1,26,2,NC
30,2,7,1,0,2,0,NC
214,21,45,8,2,22,2,NC
1714,99,301,45,2,122,3,NC
1957,207,399,55,50,221,22,NC
2823,170,603,86,31,244,5,NC
11596,1622,3007,498,399,1583,137,I
3048,318,659,100,17,243,126,C
7691,1518,2279,454,105,1291,256,I
8090,1181,1785,291,305,950,430,C
54,15,9,2,0,4,10,NC
1,0,1,0,0,0,0,NC
144,39,30,5,1,6,7,NC
12358,1613,3009,525,448,1767,223,I
4551,606,1191,264,95,474,127,NC
2609,303,569,98,67,306,60,NC
3124,358,703,103,27,255,132,NC
4445,498,1016,184,82,531,20,NC
668,69,164,22,11,71,0,NC
68,11,18,1,0,8,1,NC
18,3,3,1,0,0,0,NC
557,51,121,34,0,51,3,NC
51,11,11,0,2,6,2,NC
1552,142,355,71,16,156,12,NC
8,1,3,0,0,1,0,NC
1497,235,369,34,2,124,57,NC
842,100,175,41,21,109,4,NC
302,19,57,5,0,9,24,NC
609,40,128,22,1,47,14,NC
1859,205,414,66,21,146,41,NC
2140,248,493,116,100,312,5,NC
231,32,54,8,0,15,2,NC
82,4,15,1,0,3,2,NC
3035,375,661,116,116,397,18,NC
2411,186,537,71,14,187,7,NC
305,6,19,7,0,10,0,NC
723,169,184,27,3,52,19,NC
738,94,177,24,3,46,19,NC
5,0,0,0,0,0,0,NC
277,21,45,4,0,16,9,NC
11,1,3,2,0,0,0,NC
103,15,15,0,0,4,1,NC
680,44,87,6,17,51,0,NC
6,1,2,0,0,0,0,NC
3064,336,677,120,122,427,18,NC
210,19,44,6,0,18,2,NC
5,0,1,0,0,0,0,NC
337,34,77,14,4,28,0,NC
201,24,29,1,0,3,3,NC
336,28,61,10,11,41,0,NC
8208,878,2057,321,69,714,239,C
12,2,1,0,0,0,1,NC
20,3,4,1,0,0,0,NC
75,2,12,1,0,4,0,NC
267,22,54,2,2,19,9,NC
108,6,19,7,1,11,0,NC
1848,207,418,66,12,172,52,NC
637,65,107,18,12,53,5,NC
3,0,0,0,0,1,0,NC
2948,277,601,103,61,305,4,C
7,1,0,0,0,0,0,NC
34,3,5,1,0,4,0,NC
4586,470,1074,178,86,483,52,NC
2274,301,521,98,22,120,142,NC
9,0,1,0,0,0,0,NC
1419,141,287,48,45,143,25,NC
48,11,7,0,0,2,2,NC
93,9,18,2,2,11,0,NC
2736,311,675,137,53,407,16,NC
74,7,17,3,0,8,4,NC
219,19,23,3,0,10,5,NC
6,1,2,0,0,0,0,NC
184,11,43,5,1,12,0,NC
260,36,66,16,1,20,9,NC
2131,250,488,96,26,188,49,NC
1,0,0,0,0,0,0,NC
4,0,0,0,0,0,0,NC
34,6,7,1,0,2,1,NC
7,1,2,1,0,0,0,NC
685,60,130,22,16,64,3,NC
335,17,25,3,0,14,6,NC
80,1,15,3,0,8,0,NC
55,6,10,1,0,4,0,NC
249,35,53,10,2,24,9,NC
7162,1001,1655,262,147,591,420,C
6,0,1,0,0,0,0,NC
1,0,0,0,0,0,0,NC
98,10,14,2,0,4,0,NC
163,3,9,1,0,8,2,NC
1561,209,326,55,42,173,18,NC
19,1,3,0,0,0,0,NC
3352,358,854,169,91,447,3,NC
611,20,49,6,0,18,9,NC
3431,362,750,108,139,454,2,NC
6418,807,1713,328,241,978,36,NC
2939,286,768,119,35,366,18,NC
8269,965,2009,313,277,1071,67,C
955,96,210,36,8,79,22,NC
4384,813,1202,217,43,407,58,NC
3323,523,864,210,94,406,117,NC
541,58,99,9,0,21,19,NC
145,14,35,7,6,17,0,NC
5575,693,1406,231,64,677,93,NC
514,32,78,10,3,29,4,NC
39,2,7,1,0,2,0,NC
230,21,54,6,0,12,6,NC
3051,302,694,139,46,288,22,NC
1572,168,369,69,29,199,7,NC
218,17,49,3,0,20,2,NC
900,100,217,27,11,69,15,NC
46,5,11,4,1,5,0,NC
3758,398,915,134,67,340,74,NC
44,3,6,2,0,0,0,NC
2702,264,593,129,20,294,69,NC
12,2,3,0,0,0,0,NC
1467,281,467,102,23,147,42,NC
32,2,8,2,0,0,0,NC
1461,160,293,53,47,170,11,NC
792,54,196,38,0,60,11,NC
3,0,0,0,0,0,0,NC
2,0,0,0,0,0,0,NC
52,6,14,2,2,8,0,NC
183,13,33,6,6,23,0,NC
7672,1390,2214,389,361,1537,30,I
101,5,19,1,0,5,3,NC
65,8,11,0,0,1,0,NC
1569,154,337,35,6,147,31,NC
1973,167,444,99,37,181,8,NC
7524,1493,1844,246,28,568,754,C
2702,254,619,107,30,235,8,NC
77,9,13,0,0,4,2,NC
152,8,23,3,0,9,0,NC
7,0,1,0,0,0,1,NC
5,1,1,0,0,0,0,NC
7841,1554,2293,325,106,1302,574,I
111,9,24,4,4,17,0,NC
84,8,11,2,1,6,0,NC
14,1,3,0,0,0,0,NC
1,0,0,0,0,0,0,NC
5686,591,1181,195,195,732,6,NC
7027,893,1731,302,272,1227,10,C
3338,390,732,115,119,423,25,NC
2519,216,532,98,32,264,7,NC
14,1,1,0,0,1,0,NC
241,27,49,9,1,31,5,NC
5,0,1,0,0,0,0,NC
2023,214,436,91,28,203,4,NC
203,12,36,3,0,9,3,NC
1012,98,224,39,12,93,1,NC
8,0,0,0,0,0,0,NC
6039,727,1439,284,211,807,93,NC
535,18,30,6,0,12,0,NC
2530,311,558,96,8,248,156,NC
190,37,98,12,0,0,0,NC
526,50,131,14,1,39,10,NC
4,0,1,0,0,0,0,NC
990,121,267,43,10,108,5,NC
318,18,55,11,0,26,3,NC
874,92,196,40,9,104,5,NC
426,49,112,18,11,48,12,NC
1579,129,315,33,1,120,55,NC
4078,443,962,181,83,425,57,NC
628,108,171,19,0,46,0,NC
710,86,179,28,3,73,12,NC
1196,134,307,54,25,121,16,NC
3353,267,737,109,19,328,15,NC
163,13,38,4,0,10,4,NC
1,0,0,0,0,0,0,NC
5316,553,1378,178,32,559,107,NC
3264,508,709,110,20,320,325,NC
9,0,0,0,0,0,0,NC
67,6,8,2,0,2,0,NC
178,20,46,9,1,21,3,NC
134,16,28,2,3,6,1,NC
3224,311,702,145,69,373,17,NC
523,48,135,26,5,66,1,NC
13,0,3,0,0,1,0,NC
55,7,7,0,0,1,0,NC
5309,723,1562,259,116,834,116,NC
5,0,0,0,0,0,0,NC
87,6,22,5,0,0,0,NC
3765,343,816,160,73,371,5,NC
2764,290,565,118,82,311,15,NC
1190,191,386,68,19,155,51,NC
207,19,29,8,2,14,2,NC
3425,649,971,188,32,538,281,NC
3290,546,820,146,27,366,137,NC
224,25,34,5,2,17,0,NC
59,3,8,0,0,10,0,NC
13,3,2,0,0,0,0,NC
82,10,23,0,0,7,0,NC
1468,128,342,54,8,160,14,NC
193,22,49,12,4,26,0,NC
2247,212,498,106,12,211,73,NC
2,3,1,0,0,0,0,NC
1112,127,300,58,5,107,22,NC
1889,174,349,74,43,186,8,NC
55,7,9,1,0,3,1,NC
378,23,87,16,1,27,4,NC
10403,1365,2757,485,256,1169,305,C
717,58,136,24,20,65,4,NC
5,6,1,1,0,0,2,NC
5,1,1,0,0,0,0,NC
5,1,1,0,0,0,0,NC
3658,372,778,121,47,427,8,NC
5606,605,1257,176,22,452,262,C
721,57,146,19,2,37,12,NC
570,56,113,24,11,54,9,NC
418,23,58,5,0,19,8,NC
5516,539,1120,136,7,267,127,C
1716,124,359,64,15,132,1,C
135,5,26,3,0,4,2,NC
5339,599,1375,263,64,460,49,NC
2179,453,537,74,8,182,70,NC
8143,1126,2314,515,192,1302,40,I
13,1,2,0,0,0,0,NC
1554,134,279,57,40,173,1,NC
15,0,3,2,0,2,0,NC
592,35,89,15,6,40,1,NC
586,65,135,23,11,67,8,NC
6168,654,1421,254,169,736,24,NC
10,0,2,1,0,3,0,NC
215,38,41,1,0,0,0,NC
4317,476,993,216,132,509,23,NC
678,79,134,19,16,48,2,NC
22,1,4,0,0,2,0,NC
1818,237,343,67,64,203,50,NC
9,0,3,0,0,1,0,NC
2244,261,477,85,82,273,24,NC
2502,273,607,98,94,339,6,NC
493,40,79,15,9,40,1,NC
121,18,28,5,1,9,1,NC
25,2,6,1,0,4,1,NC
6295,780,1324,245,246,885,48,C
21,0,1,0,0,2,0,NC
1613,110,253,25,3,111,39,NC
1,0,0,0,0,0,0,NC
29,3,4,1,0,2,1,NC
17,0,3,0,0,1,0,NC
5,1,1,0,0,0,0,NC
15,1,2,0,0,0,1,NC
4,1,0,0,0,0,0,NC
863,62,173,25,5,66,7,NC
75,5,15,4,2,10,1,NC
166,18,38,11,1,22,1,NC
1146,118,244,70,18,120,5,NC
4892,661,1180,260,47,515,125,NC
560,93,132,22,3,77,46,NC
4213,597,1055,157,28,531,147,NC
4980,492,1114,187,7,462,168,NC
3166,259,588,77,23,239,18,NC
2807,331,664,118,46,253,50,NC
908,76,214,40,4,89,13,NC
9607,1710,2915,242,33,808,496,I
845,89,184,29,4,55,6,NC
273,33,58,11,8,27,2,NC
201,17,52,5,4,23,1,NC
755,65,166,28,12,76,2,NC
3395,395,917,217,112,523,11,NC
3,0,0,0,0,0,0,NC
5274,821,1275,239,43,643,61,NC
1721,105,314,41,2,98,29,NC
17,1,3,0,0,3,0,NC
7,2,1,0,0,0,1,NC
4084,381,910,164,9,292,67,NC
755,70,183,34,9,72,4,NC
7899,1180,1920,206,21,631,359,C
42,6,8,2,0,2,2,NC
276,20,48,6,1,21,2,NC
11,0,1,1,0,0,0,NC
16,2,2,1,0,0,0,NC
1383,175,311,35,6,152,62,NC
4872,731,1283,172,59,353,455,NC
330,40,63,6,2,24,13,NC
2543,230,600,111,24,224,5,NC
69,11,16,3,0,6,1,NC
428,47,94,13,2,28,7,NC
4511,614,1093,281,124,558,47,NC
2188,257,529,79,6,184,24,NC
3,0,0,0,0,0,0,NC
309,30,66,11,1,20,4,NC
940,70,123,30,5,49,10,NC
9,0,1,0,0,2,0,NC
59,5,13,2,0,3,3,NC
321,24,53,5,0,16,16,NC
1668,280,439,62,6,188,53,NC
8204,1059,2047,378,171,1192,59,C
2268,221,458,97,77,263,3,NC
1424,129,309,55,38,147,0,NC
35,2,6,2,0,2,0,NC
1,0,0,0,0,0,0,NC
30,3,7,1,0,4,0,NC
16,1,4,0,0,1,0,NC
51,6,9,1,0,7,1,NC
804,82,168,15,2,62,31,NC
22,1,5,3,0,2,2,NC
66,5,12,2,1,4,0,NC
4,0,0,0,0,0,0,NC
83,5,15,2,0,6,1,NC
4051,806,1035,176,29,300,240,NC
611,48,141,12,1,43,7,NC
244,19,49,3,0,15,1,NC
3136,206,606,87,15,231,9,NC
205,25,45,7,5,26,0,NC
2261,256,526,106,69,272,23,NC
196,21,44,8,2,29,3,NC
0,0,0,0,0,0,0,NC
208,19,43,7,1,23,3,NC
7,1,2,0,0,2,0,NC
242,15,50,9,0,15,3,NC
6246,503,1161,143,5,420,125,NC
82,15,20,4,1,11,1,NC
291,17,45,6,2,14,1,NC
4703,619,1190,224,217,796,18,C
52,2,7,0,0,2,0,NC
1812,378,622,106,3,117,0,NC
27,3,6,3,0,4,0,NC
2374,209,524,70,7,165,33,NC
65,6,15,3,1,6,1,NC
1063,138,266,30,13,59,14,NC
147,24,39,7,0,0,0,NC
156,2,4,0,0,6,0,NC
79,10,18,0,3,5,1,NC
174,4,2,0,0,0,0,NC
236,4,13,2,0,2,0,NC
3206,339,775,107,9,222,90,C
87,6,11,2,1,10,0,NC
1,0,0,0,0,0,0,NC
81,12,14,2,0,1,1,NC
253,26,54,7,0,20,0,NC
1259,153,219,43,15,99,10,NC
7923,1091,2016,400,317,1129,74,C
101,5,17,1,1,3,0,NC
1294,130,238,43,15,102,21,NC
57,3,9,1,0,7,2,NC
8271,1026,1932,346,298,1211,24,C
774,110,182,34,7,99,14,NC
302,35,56,10,3,32,8,NC
1197,134,242,28,50,159,5,NC
10,1,1,0,0,0,1,NC
15,0,0,0,0,0,1,NC
3,0,0,0,0,0,0,NC
894,94,196,41,4,68,35,NC
45,1,8,1,1,3,1,NC
77,23,28,9,0,10,8,NC
8,0,0,0,0,0,0,NC
4614,785,1339,130,28,728,178,NC
36,4,8,0,0,0,0,NC
14,1,1,0,0,0,0,NC
1440,86,249,33,3,66,4,NC
378,12,32,8,0,8,4,NC
443,30,88,11,4,51,1,NC
397,34,77,11,3,28,2,NC
2492,174,500,64,3,117,20,NC
547,43,98,21,5,43,1,NC
3225,323,639,133,87,367,14,NC
39,6,5,1,1,2,1,NC
1504,147,353,60,8,123,12,NC
887,143,243,47,24,138,24,NC
1974,198,438,75,9,183,34,NC
1989,212,460,36,4,129,120,NC
55,14,11,2,1,4,0,NC
20,0,4,0,0,2,0,NC
6615,820,1523,244,145,805,29,NC
4,0,1,0,0,0,0,NC
4374,603,1063,165,192,717,39,NC
107,12,20,0,0,5,0,NC
5820,725,1332,239,39,535,141,NC
738,82,153,27,24,88,0,NC
97,9,17,2,0,8,2,NC
88,6,10,0,0,4,0,NC
5893,646,1397,213,93,543,19,NC
21,4,2,0,0,1,0,NC
861,80,179,19,4,79,27,NC
18,1,5,0,0,1,1,NC
161,14,26,3,0,7,5,NC
1303,150,269,43,3,86,47,NC
1028,133,279,51,3,125,31,NC
2696,266,560,107,41,242,51,NC
216,19,44,8,4,25,2,NC
4950,627,1165,146,210,657,52,NC
2406,387,549,71,20,208,93,NC
17,1,1,0,0,0,0,NC
23,2,6,1,0,3,0,NC
1444,167,364,76,30,202,46,NC
2835,322,628,157,90,352,25,NC
4127,543,1056,239,74,565,56,NC
1437,153,294,61,20,107,13,NC
12,0,1,0,0,1,0,NC
517,45,124,11,1,44,11,NC
1770,250,419,56,12,168,33,NC
28,1,3,0,1,2,0,NC
3,1,0,0,0,0,0,NC
22,0,0,0,0,0,0,NC
131,13,31,8,5,16,0,NC
248,13,44,6,0,8,2,NC
1262,125,295,44,16,113,2,NC
